origin_port,origin_name,destination_port,destination_name,carrier,vessel_name,departure_date,scheduled_arrival,actual_arrival,scheduled_days,actual_days,delay_days,year,month,on_time,id
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,Ever Crown,2024-03-01,2024-03-14,2024-03-14,13,13,0,2024,3,True,2253
TWTPE,Taipei (Keelung),USLGB,Long Beach,HMM,Ever Champion,2024-02-28,2024-03-14,2024-03-14,15,15,0,2024,2,True,2254
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,Ever Glory,2024-02-25,2024-03-08,2024-03-08,12,12,0,2024,2,True,2255
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,MSC Success,2024-02-28,2024-03-11,2024-03-11,12,12,0,2024,2,True,2256
TWTPE,Taipei (Keelung),USLAX,Los Angeles,ONE (Ocean Network Express),COSCO Triumph,2024-02-29,2024-03-15,2024-03-15,15,15.1,0.1,2024,2,True,2257
TWKHH,Kaohsiung,USLAX,Los Angeles,Maersk Line,Wan Hai Pearl,2024-02-24,2024-03-09,2024-03-09,14,14,0,2024,2,True,2258
TWTXG,Taichung,USOAK,Oakland,ONE (Ocean Network Express),ONE Glory,2024-02-29,2024-03-14,2024-03-14,14,14,0,2024,2,True,2259
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Wan Hai Lines,Maersk Crown,2024-02-28,2024-03-14,2024-03-14,15,15,0,2024,2,True,2260
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,COSCO Leader,2024-03-06,2024-03-20,2024-03-20,14,14,0,2024,3,True,2261
TWTXG,Taichung,USLGB,Long Beach,ONE (Ocean Network Express),Wan Hai Fortune,2024-03-02,2024-03-16,2024-03-16,14,14,0,2024,3,True,2262
TWKHH,Kaohsiung,USSEA,Seattle,COSCO Shipping,COSCO Unity,2024-03-06,2024-03-18,2024-03-18,12,12.6,0.6,2024,3,True,2263
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,ONE Excellence,2024-03-08,2024-03-22,2024-03-22,14,14,0,2024,3,True,2264
TWKHH,Kaohsiung,USOAK,Oakland,Maersk Line,Maersk Pioneer,2024-03-06,2024-03-19,2024-03-19,13,13.0,0.0,2024,3,True,2265
TWTPE,Taipei (Keelung),USSEA,Seattle,Wan Hai Lines,Ever Champion,2024-03-02,2024-03-16,2024-03-16,14,14.6,0.6,2024,3,True,2266
TWTXG,Taichung,USSEA,Seattle,Maersk Line,COSCO Triumph,2024-03-04,2024-03-18,2024-03-18,14,14,0,2024,3,True,2267
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,Yang Ming Champion,2024-03-03,2024-03-17,2024-03-17,14,14,0,2024,3,True,2268
TWTXG,Taichung,USSEA,Seattle,Wan Hai Lines,ONE Fortune,2024-03-07,2024-03-21,2024-03-21,14,14,0,2024,3,True,2269
TWTPE,Taipei (Keelung),USOAK,Oakland,COSCO Shipping,ONE Champion,2024-03-02,2024-03-16,2024-03-16,14,14,0,2024,3,True,2270
TWKHH,Kaohsiung,USLAX,Los Angeles,Evergreen Marine,Maersk Success,2024-03-02,2024-03-16,2024-03-16,14,14,0,2024,3,True,2271
TWTPE,Taipei (Keelung),USLGB,Long Beach,Maersk Line,MSC Star,2024-03-08,2024-03-23,2024-03-23,15,15,0,2024,3,True,2272
TWTPE,Taipei (Keelung),USSEA,Seattle,Yang Ming,Maersk Fortune,2024-03-03,2024-03-17,2024-03-17,14,14,0,2024,3,True,2273
TWKHH,Kaohsiung,USLAX,Los Angeles,Maersk Line,Ever Pioneer,2024-03-02,2024-03-16,2024-03-16,14,14,0,2024,3,True,2274
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,COSCO Unity,2024-03-06,2024-03-20,2024-03-20,14,14,0,2024,3,True,2275
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,Yang Ming Ace,2024-03-08,2024-03-22,2024-03-22,14,14,0,2024,3,True,2276
TWTPE,Taipei (Keelung),USLGB,Long Beach,HMM,MSC Star,2024-03-05,2024-03-20,2024-03-20,15,15.0,0.0,2024,3,True,2277
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,Maersk Crown,2024-03-05,2024-03-19,2024-03-19,14,14,0,2024,3,True,2278
TWTXG,Taichung,USOAK,Oakland,Yang Ming,ONE Pearl,2024-03-04,2024-03-18,2024-03-18,14,14.0,0.0,2024,3,True,2279
TWTXG,Taichung,USSEA,Seattle,Maersk Line,COSCO Champion,2024-03-05,2024-03-19,2024-03-19,14,14,0,2024,3,True,2280
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,ONE Ace,2024-03-09,2024-03-21,2024-03-21,12,12,0,2024,3,True,2281
TWTPE,Taipei (Keelung),USOAK,Oakland,Evergreen Marine,Wan Hai Ace,2024-03-13,2024-03-27,2024-03-27,14,14,0,2024,3,True,2282
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Evergreen Marine,COSCO Unity,2024-03-09,2024-03-24,2024-03-24,15,15.6,0.6,2024,3,True,2283
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,COSCO Pioneer,2024-03-09,2024-03-23,2024-03-23,14,14,0,2024,3,True,2284
TWKHH,Kaohsiung,USLAX,Los Angeles,Wan Hai Lines,Maersk Champion,2024-03-09,2024-03-23,2024-03-23,14,14,0,2024,3,True,2285
TWTXG,Taichung,USLGB,Long Beach,Yang Ming,Ever Glory,2024-03-12,2024-03-26,2024-03-26,14,14,0,2024,3,True,2286
TWTXG,Taichung,USLGB,Long Beach,Wan Hai Lines,Maersk Star,2024-03-10,2024-03-24,2024-03-24,14,14.1,0.1,2024,3,True,2287
TWTXG,Taichung,USSEA,Seattle,MSC,Ever Triumph,2024-03-09,2024-03-23,2024-03-23,14,14,0,2024,3,True,2288
TWKHH,Kaohsiung,USOAK,Oakland,MSC,Ever Progress,2024-03-13,2024-03-26,2024-03-26,13,13,0,2024,3,True,2289
TWTXG,Taichung,USSEA,Seattle,MSC,Yang Ming Pearl,2024-03-12,2024-03-26,2024-03-26,14,14.9,0.9,2024,3,True,2290
TWTXG,Taichung,USOAK,Oakland,ONE (Ocean Network Express),MSC Fortune,2024-03-11,2024-03-25,2024-03-26,14,15.4,1.4,2024,3,False,2291
TWTPE,Taipei (Keelung),USLGB,Long Beach,HMM,COSCO Champion,2024-03-10,2024-03-25,2024-03-25,15,15.3,0.3,2024,3,True,2292
TWTXG,Taichung,USOAK,Oakland,Evergreen Marine,Ever Unity,2024-03-12,2024-03-26,2024-03-26,14,14,0,2024,3,True,2293
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,Wan Hai Progress,2024-03-10,2024-03-23,2024-03-23,13,13,0,2024,3,True,2294
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,COSCO Pearl,2024-03-14,2024-03-28,2024-03-28,14,14,0,2024,3,True,2295
TWKHH,Kaohsiung,USOAK,Oakland,MSC,Maersk Pioneer,2024-03-10,2024-03-23,2024-03-23,13,13,0,2024,3,True,2296
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,Yang Ming Excellence,2024-03-12,2024-03-24,2024-03-24,12,12,0,2024,3,True,2297
TWKHH,Kaohsiung,USLGB,Long Beach,HMM,MSC Triumph,2024-03-15,2024-03-29,2024-03-29,14,14.9,0.9,2024,3,True,2298
TWTPE,Taipei (Keelung),USSEA,Seattle,ONE (Ocean Network Express),ONE Pioneer,2024-03-09,2024-03-23,2024-03-23,14,14.0,0.0,2024,3,True,2299
TWTXG,Taichung,USSEA,Seattle,ONE (Ocean Network Express),Yang Ming Pearl,2024-03-11,2024-03-25,2024-03-25,14,14,0,2024,3,True,2300
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,Ever Star,2024-03-17,2024-03-31,2024-03-31,14,14.4,0.4,2024,3,True,2301
TWTPE,Taipei (Keelung),USLAX,Los Angeles,ONE (Ocean Network Express),Ever Pearl,2024-03-18,2024-04-02,2024-04-02,15,15,0,2024,3,True,2302
TWKHH,Kaohsiung,USSEA,Seattle,Yang Ming,MSC Star,2024-03-17,2024-03-29,2024-03-29,12,12,0,2024,3,True,2303
TWTXG,Taichung,USSEA,Seattle,Evergreen Marine,Yang Ming Triumph,2024-03-16,2024-03-30,2024-03-30,14,14,0,2024,3,True,2304
TWKHH,Kaohsiung,USLGB,Long Beach,HMM,Maersk Pearl,2024-03-16,2024-03-30,2024-03-31,14,16.0,2.0,2024,3,False,2305
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,ONE Leader,2024-03-16,2024-03-30,2024-04-05,14,20.3,6.3,2024,3,False,2306
TWKHH,Kaohsiung,USLAX,Los Angeles,Maersk Line,COSCO Pearl,2024-03-17,2024-03-31,2024-03-31,14,14,0,2024,3,True,2307
TWKHH,Kaohsiung,USLGB,Long Beach,HMM,MSC Glory,2024-03-16,2024-03-30,2024-03-30,14,14,0,2024,3,True,2308
TWTXG,Taichung,USSEA,Seattle,ONE (Ocean Network Express),Ever Crown,2024-03-22,2024-04-05,2024-04-05,14,14,0,2024,3,True,2309
TWTXG,Taichung,USLAX,Los Angeles,ONE (Ocean Network Express),Yang Ming Crown,2024-03-21,2024-04-04,2024-04-04,14,14.2,0.2,2024,3,True,2310
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Maersk Line,Ever Unity,2024-03-21,2024-04-05,2024-04-05,15,15,0,2024,3,True,2311
TWTXG,Taichung,USOAK,Oakland,HMM,ONE Success,2024-03-22,2024-04-05,2024-04-06,14,15.6,1.6,2024,3,False,2312
TWTPE,Taipei (Keelung),USOAK,Oakland,Yang Ming,Ever Champion,2024-03-16,2024-03-30,2024-03-30,14,14,0,2024,3,True,2313
TWTPE,Taipei (Keelung),USOAK,Oakland,MSC,Maersk Triumph,2024-03-17,2024-03-31,2024-03-31,14,14,0,2024,3,True,2314
TWTXG,Taichung,USLAX,Los Angeles,HMM,Yang Ming Success,2024-03-16,2024-03-30,2024-03-30,14,14.0,0.0,2024,3,True,2315
TWTXG,Taichung,USSEA,Seattle,Evergreen Marine,COSCO Triumph,2024-03-20,2024-04-03,2024-04-03,14,14,0,2024,3,True,2316
TWTPE,Taipei (Keelung),USLAX,Los Angeles,COSCO Shipping,COSCO Glory,2024-03-21,2024-04-05,2024-04-05,15,15.2,0.2,2024,3,True,2317
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Evergreen Marine,Maersk Star,2024-03-19,2024-04-03,2024-04-03,15,15,0,2024,3,True,2318
TWTXG,Taichung,USLAX,Los Angeles,HMM,ONE Triumph,2024-03-22,2024-04-05,2024-04-05,14,14,0,2024,3,True,2319
TWKHH,Kaohsiung,USLGB,Long Beach,ONE (Ocean Network Express),Wan Hai Progress,2024-03-21,2024-04-04,2024-04-04,14,14,0,2024,3,True,2320
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,COSCO Progress,2024-03-25,2024-04-08,2024-04-08,14,14,0,2024,3,True,2321
TWTXG,Taichung,USOAK,Oakland,ONE (Ocean Network Express),MSC Leader,2024-03-29,2024-04-12,2024-04-12,14,14.1,0.1,2024,3,True,2322
TWTPE,Taipei (Keelung),USLGB,Long Beach,MSC,Yang Ming Leader,2024-03-24,2024-04-08,2024-04-08,15,15,0,2024,3,True,2323
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,Wan Hai Fortune,2024-03-23,2024-04-06,2024-04-07,14,15.3,1.3,2024,3,False,2324
TWKHH,Kaohsiung,USOAK,Oakland,ONE (Ocean Network Express),Wan Hai Crown,2024-03-26,2024-04-08,2024-04-08,13,13,0,2024,3,True,2325
TWKHH,Kaohsiung,USSEA,Seattle,ONE (Ocean Network Express),ONE Glory,2024-03-27,2024-04-08,2024-04-08,12,12.0,0.0,2024,3,True,2326
TWTPE,Taipei (Keelung),USSEA,Seattle,MSC,Wan Hai Star,2024-03-24,2024-04-07,2024-04-07,14,14,0,2024,3,True,2327
TWKHH,Kaohsiung,USLGB,Long Beach,Yang Ming,COSCO Diamond,2024-03-27,2024-04-10,2024-04-10,14,14,0,2024,3,True,2328
TWTPE,Taipei (Keelung),USOAK,Oakland,Yang Ming,Yang Ming Champion,2024-03-29,2024-04-12,2024-04-12,14,14.1,0.1,2024,3,True,2329
TWTXG,Taichung,USOAK,Oakland,HMM,Maersk Glory,2024-03-29,2024-04-12,2024-04-12,14,14.2,0.2,2024,3,True,2330
TWTPE,Taipei (Keelung),USOAK,Oakland,Wan Hai Lines,COSCO Pearl,2024-03-25,2024-04-08,2024-04-08,14,14,0,2024,3,True,2331
TWTXG,Taichung,USLAX,Los Angeles,HMM,Yang Ming Champion,2024-03-29,2024-04-12,2024-04-12,14,14,0,2024,3,True,2332
TWTXG,Taichung,USSEA,Seattle,Wan Hai Lines,Wan Hai Crown,2024-03-23,2024-04-06,2024-04-06,14,14,0,2024,3,True,2333
TWTPE,Taipei (Keelung),USSEA,Seattle,MSC,ONE Leader,2024-03-29,2024-04-12,2024-04-12,14,14,0,2024,3,True,2334
TWTPE,Taipei (Keelung),USSEA,Seattle,Wan Hai Lines,Ever Excellence,2024-03-26,2024-04-09,2024-04-09,14,14.2,0.2,2024,3,True,2335
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,COSCO Champion,2024-03-23,2024-04-04,2024-04-04,12,12,0,2024,3,True,2336
TWKHH,Kaohsiung,USSEA,Seattle,MSC,COSCO Crown,2024-03-23,2024-04-04,2024-04-04,12,12,0,2024,3,True,2337
TWTPE,Taipei (Keelung),USSEA,Seattle,COSCO Shipping,COSCO Ace,2024-03-27,2024-04-10,2024-04-10,14,14,0,2024,3,True,2338
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,COSCO Excellence,2024-03-24,2024-04-07,2024-04-07,14,14,0,2024,3,True,2339
TWTPE,Taipei (Keelung),USLGB,Long Beach,Evergreen Marine,ONE Triumph,2024-03-27,2024-04-11,2024-04-11,15,15,0,2024,3,True,2340
TWTPE,Taipei (Keelung),USLGB,Long Beach,Wan Hai Lines,COSCO Champion,2024-04-05,2024-04-20,2024-04-20,15,15.1,0.1,2024,4,True,2341
TWTPE,Taipei (Keelung),USLGB,Long Beach,COSCO Shipping,Yang Ming Fortune,2024-04-02,2024-04-17,2024-04-17,15,15,0,2024,4,True,2342
TWTXG,Taichung,USLGB,Long Beach,Wan Hai Lines,COSCO Glory,2024-03-31,2024-04-14,2024-04-14,14,14,0,2024,3,True,2343
TWKHH,Kaohsiung,USLAX,Los Angeles,HMM,ONE Excellence,2024-04-05,2024-04-19,2024-04-19,14,14,0,2024,4,True,2344
TWTXG,Taichung,USSEA,Seattle,Yang Ming,COSCO Glory,2024-04-02,2024-04-16,2024-04-16,14,14,0,2024,4,True,2345
TWTPE,Taipei (Keelung),USLGB,Long Beach,Maersk Line,Yang Ming Unity,2024-03-30,2024-04-14,2024-04-14,15,15.5,0.5,2024,3,True,2346
TWTXG,Taichung,USOAK,Oakland,Maersk Line,Wan Hai Pearl,2024-03-30,2024-04-13,2024-04-13,14,14,0,2024,3,True,2347
TWTXG,Taichung,USSEA,Seattle,COSCO Shipping,Ever Excellence,2024-04-03,2024-04-17,2024-04-17,14,14,0,2024,4,True,2348
TWKHH,Kaohsiung,USLAX,Los Angeles,ONE (Ocean Network Express),Maersk Fortune,2024-04-05,2024-04-19,2024-04-19,14,14.1,0.1,2024,4,True,2349
TWKHH,Kaohsiung,USLGB,Long Beach,Evergreen Marine,Yang Ming Star,2024-03-31,2024-04-14,2024-04-14,14,14,0,2024,3,True,2350
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Maersk Line,Yang Ming Ace,2024-03-30,2024-04-14,2024-04-14,15,15.4,0.4,2024,3,True,2351
TWTPE,Taipei (Keelung),USOAK,Oakland,Yang Ming,Ever Pioneer,2024-04-02,2024-04-16,2024-04-16,14,14,0,2024,4,True,2352
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,COSCO Progress,2024-04-05,2024-04-19,2024-04-19,14,14.0,0.0,2024,4,True,2353
TWKHH,Kaohsiung,USLGB,Long Beach,Yang Ming,COSCO Diamond,2024-04-05,2024-04-19,2024-04-19,14,14,0,2024,4,True,2354
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,Wan Hai Ace,2024-04-05,2024-04-17,2024-04-17,12,12.6,0.6,2024,4,True,2355
TWKHH,Kaohsiung,USLAX,Los Angeles,COSCO Shipping,Yang Ming Triumph,2024-04-01,2024-04-15,2024-04-15,14,14,0,2024,4,True,2356
TWTPE,Taipei (Keelung),USSEA,Seattle,Maersk Line,Wan Hai Pioneer,2024-03-31,2024-04-14,2024-04-14,14,14,0,2024,3,True,2357
TWTXG,Taichung,USLGB,Long Beach,Yang Ming,ONE Crown,2024-04-05,2024-04-19,2024-04-19,14,14,0,2024,4,True,2358
TWTPE,Taipei (Keelung),USLGB,Long Beach,Maersk Line,ONE Progress,2024-04-03,2024-04-18,2024-04-18,15,15,0,2024,4,True,2359
TWTPE,Taipei (Keelung),USLGB,Long Beach,Evergreen Marine,Maersk Champion,2024-04-03,2024-04-18,2024-04-18,15,15,0,2024,4,True,2360
TWKHH,Kaohsiung,USLAX,Los Angeles,COSCO Shipping,Wan Hai Leader,2024-04-10,2024-04-24,2024-04-24,14,14,0,2024,4,True,2361
TWTPE,Taipei (Keelung),USLAX,Los Angeles,ONE (Ocean Network Express),Maersk Success,2024-04-07,2024-04-22,2024-04-22,15,15,0,2024,4,True,2362
TWTXG,Taichung,USOAK,Oakland,COSCO Shipping,Maersk Champion,2024-04-11,2024-04-25,2024-04-25,14,14,0,2024,4,True,2363
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,ONE Champion,2024-04-07,2024-04-21,2024-04-21,14,14.5,0.5,2024,4,True,2364
TWTPE,Taipei (Keelung),USLGB,Long Beach,ONE (Ocean Network Express),Yang Ming Fortune,2024-04-10,2024-04-25,2024-04-25,15,15,0,2024,4,True,2365
TWTXG,Taichung,USLAX,Los Angeles,COSCO Shipping,Ever Triumph,2024-04-08,2024-04-22,2024-04-23,14,15.1,1.1,2024,4,False,2366
TWTPE,Taipei (Keelung),USOAK,Oakland,Wan Hai Lines,Maersk Fortune,2024-04-06,2024-04-20,2024-04-20,14,14,0,2024,4,True,2367
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),Wan Hai Diamond,2024-04-12,2024-04-26,2024-04-26,14,14,0,2024,4,True,2368
TWTXG,Taichung,USLGB,Long Beach,Yang Ming,Yang Ming Champion,2024-04-06,2024-04-20,2024-04-20,14,14,0,2024,4,True,2369
TWTPE,Taipei (Keelung),USSEA,Seattle,Yang Ming,COSCO Progress,2024-04-07,2024-04-21,2024-04-21,14,14.6,0.6,2024,4,True,2370
TWTPE,Taipei (Keelung),USOAK,Oakland,Wan Hai Lines,Ever Diamond,2024-04-08,2024-04-22,2024-04-22,14,14,0,2024,4,True,2371
TWKHH,Kaohsiung,USSEA,Seattle,Maersk Line,MSC Glory,2024-04-07,2024-04-19,2024-04-19,12,12,0,2024,4,True,2372
TWTXG,Taichung,USLGB,Long Beach,MSC,Maersk Crown,2024-04-09,2024-04-23,2024-04-23,14,14,0,2024,4,True,2373
TWKHH,Kaohsiung,USLGB,Long Beach,ONE (Ocean Network Express),COSCO Glory,2024-04-07,2024-04-21,2024-04-21,14,14,0,2024,4,True,2374
TWTXG,Taichung,USLGB,Long Beach,HMM,Wan Hai Champion,2024-04-06,2024-04-20,2024-04-20,14,14.5,0.5,2024,4,True,2375
TWTXG,Taichung,USSEA,Seattle,ONE (Ocean Network Express),ONE Leader,2024-04-07,2024-04-21,2024-04-21,14,14.9,0.9,2024,4,True,2376
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),Wan Hai Pioneer,2024-04-07,2024-04-21,2024-04-21,14,14,0,2024,4,True,2377
TWKHH,Kaohsiung,USLGB,Long Beach,Evergreen Marine,Maersk Pioneer,2024-04-11,2024-04-25,2024-04-25,14,14,0,2024,4,True,2378
TWKHH,Kaohsiung,USSEA,Seattle,COSCO Shipping,Ever Fortune,2024-04-12,2024-04-24,2024-04-24,12,12,0,2024,4,True,2379
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,Wan Hai Pearl,2024-04-11,2024-04-25,2024-04-25,14,14,0,2024,4,True,2380
TWTXG,Taichung,USSEA,Seattle,Wan Hai Lines,Yang Ming Triumph,2024-04-14,2024-04-28,2024-04-28,14,14,0,2024,4,True,2381
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Yang Ming,Maersk Triumph,2024-04-19,2024-05-04,2024-05-04,15,15,0,2024,4,True,2382
TWTPE,Taipei (Keelung),USSEA,Seattle,Maersk Line,COSCO Triumph,2024-04-14,2024-04-28,2024-04-28,14,14,0,2024,4,True,2383
TWTXG,Taichung,USSEA,Seattle,Maersk Line,Yang Ming Ace,2024-04-14,2024-04-28,2024-04-28,14,14,0,2024,4,True,2384
TWKHH,Kaohsiung,USLAX,Los Angeles,Wan Hai Lines,ONE Triumph,2024-04-19,2024-05-03,2024-05-03,14,14,0,2024,4,True,2385
TWKHH,Kaohsiung,USOAK,Oakland,Maersk Line,Maersk Unity,2024-04-13,2024-04-26,2024-04-26,13,13,0,2024,4,True,2386
TWKHH,Kaohsiung,USLAX,Los Angeles,Evergreen Marine,Maersk Star,2024-04-19,2024-05-03,2024-05-03,14,14,0,2024,4,True,2387
TWTXG,Taichung,USSEA,Seattle,Wan Hai Lines,ONE Star,2024-04-16,2024-04-30,2024-04-30,14,14,0,2024,4,True,2388
TWTPE,Taipei (Keelung),USLAX,Los Angeles,ONE (Ocean Network Express),COSCO Fortune,2024-04-14,2024-04-29,2024-04-29,15,15.2,0.2,2024,4,True,2389
TWTPE,Taipei (Keelung),USOAK,Oakland,Evergreen Marine,Maersk Excellence,2024-04-19,2024-05-03,2024-05-03,14,14.4,0.4,2024,4,True,2390
TWTPE,Taipei (Keelung),USLGB,Long Beach,Yang Ming,COSCO Pearl,2024-04-14,2024-04-29,2024-04-29,15,15,0,2024,4,True,2391
TWTPE,Taipei (Keelung),USLAX,Los Angeles,COSCO Shipping,Maersk Glory,2024-04-13,2024-04-28,2024-04-28,15,15,0,2024,4,True,2392
TWKHH,Kaohsiung,USLAX,Los Angeles,COSCO Shipping,Yang Ming Excellence,2024-04-17,2024-05-01,2024-05-01,14,14,0,2024,4,True,2393
TWKHH,Kaohsiung,USLGB,Long Beach,Wan Hai Lines,Wan Hai Pearl,2024-04-14,2024-04-28,2024-04-28,14,14,0,2024,4,True,2394
TWTPE,Taipei (Keelung),USLAX,Los Angeles,COSCO Shipping,COSCO Pearl,2024-04-13,2024-04-28,2024-04-28,15,15,0,2024,4,True,2395
TWKHH,Kaohsiung,USLAX,Los Angeles,Evergreen Marine,Maersk Triumph,2024-04-16,2024-04-30,2024-04-30,14,14,0,2024,4,True,2396
TWTPE,Taipei (Keelung),USSEA,Seattle,Evergreen Marine,Wan Hai Pioneer,2024-04-18,2024-05-02,2024-05-02,14,14,0,2024,4,True,2397
TWTPE,Taipei (Keelung),USSEA,Seattle,ONE (Ocean Network Express),ONE Pearl,2024-04-13,2024-04-27,2024-04-27,14,14,0,2024,4,True,2398
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,COSCO Leader,2024-04-16,2024-04-28,2024-04-28,12,12,0,2024,4,True,2399
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,Maersk Excellence,2024-04-13,2024-04-26,2024-04-26,13,13,0,2024,4,True,2400
TWTXG,Taichung,USLAX,Los Angeles,MSC,Yang Ming Success,2024-04-20,2024-05-04,2024-05-04,14,14,0,2024,4,True,2401
TWTPE,Taipei (Keelung),USOAK,Oakland,Maersk Line,Yang Ming Glory,2024-04-23,2024-05-07,2024-05-07,14,14,0,2024,4,True,2402
TWTPE,Taipei (Keelung),USOAK,Oakland,MSC,ONE Unity,2024-04-21,2024-05-05,2024-05-05,14,14,0,2024,4,True,2403
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,Maersk Crown,2024-04-26,2024-05-10,2024-05-10,14,14,0,2024,4,True,2404
TWKHH,Kaohsiung,USSEA,Seattle,Yang Ming,Wan Hai Ace,2024-04-24,2024-05-06,2024-05-07,12,13.3,1.3,2024,4,False,2405
TWTPE,Taipei (Keelung),USLAX,Los Angeles,HMM,ONE Ace,2024-04-22,2024-05-07,2024-05-07,15,15.8,0.8,2024,4,True,2406
TWTXG,Taichung,USSEA,Seattle,Yang Ming,Wan Hai Champion,2024-04-25,2024-05-09,2024-05-09,14,14,0,2024,4,True,2407
TWTPE,Taipei (Keelung),USOAK,Oakland,COSCO Shipping,COSCO Fortune,2024-04-22,2024-05-06,2024-05-06,14,14.2,0.2,2024,4,True,2408
TWTPE,Taipei (Keelung),USSEA,Seattle,HMM,ONE Ace,2024-04-20,2024-05-04,2024-05-04,14,14.2,0.2,2024,4,True,2409
TWTPE,Taipei (Keelung),USSEA,Seattle,ONE (Ocean Network Express),ONE Progress,2024-04-22,2024-05-06,2024-05-06,14,14,0,2024,4,True,2410
TWKHH,Kaohsiung,USSEA,Seattle,COSCO Shipping,COSCO Success,2024-04-26,2024-05-08,2024-05-08,12,12.2,0.2,2024,4,True,2411
TWKHH,Kaohsiung,USOAK,Oakland,Maersk Line,MSC Glory,2024-04-25,2024-05-08,2024-05-09,13,14.1,1.1,2024,4,False,2412
TWTXG,Taichung,USOAK,Oakland,Evergreen Marine,Ever Triumph,2024-04-26,2024-05-10,2024-05-10,14,14,0,2024,4,True,2413
TWTPE,Taipei (Keelung),USSEA,Seattle,Wan Hai Lines,Maersk Pearl,2024-04-25,2024-05-09,2024-05-09,14,14,0,2024,4,True,2414
TWKHH,Kaohsiung,USLAX,Los Angeles,Maersk Line,Wan Hai Fortune,2024-04-26,2024-05-10,2024-05-10,14,14.4,0.4,2024,4,True,2415
TWTXG,Taichung,USSEA,Seattle,ONE (Ocean Network Express),Ever Leader,2024-04-25,2024-05-09,2024-05-09,14,14,0,2024,4,True,2416
TWKHH,Kaohsiung,USOAK,Oakland,ONE (Ocean Network Express),Ever Excellence,2024-04-23,2024-05-06,2024-05-06,13,13,0,2024,4,True,2417
TWKHH,Kaohsiung,USLGB,Long Beach,COSCO Shipping,COSCO Leader,2024-04-25,2024-05-09,2024-05-09,14,14,0,2024,4,True,2418
TWTPE,Taipei (Keelung),USLGB,Long Beach,Evergreen Marine,COSCO Progress,2024-04-21,2024-05-06,2024-05-06,15,15,0,2024,4,True,2419
TWTXG,Taichung,USSEA,Seattle,COSCO Shipping,Ever Pearl,2024-04-25,2024-05-09,2024-05-09,14,14,0,2024,4,True,2420
TWTPE,Taipei (Keelung),USLGB,Long Beach,Maersk Line,Yang Ming Fortune,2024-04-30,2024-05-15,2024-05-15,15,15.4,0.4,2024,4,True,2421
TWKHH,Kaohsiung,USLGB,Long Beach,COSCO Shipping,Wan Hai Leader,2024-04-27,2024-05-11,2024-05-11,14,14.5,0.5,2024,4,True,2422
TWTXG,Taichung,USLAX,Los Angeles,Maersk Line,Wan Hai Crown,2024-04-27,2024-05-11,2024-05-11,14,14,0,2024,4,True,2423
TWTXG,Taichung,USSEA,Seattle,Evergreen Marine,COSCO Unity,2024-04-30,2024-05-14,2024-05-14,14,14,0,2024,4,True,2424
TWKHH,Kaohsiung,USLAX,Los Angeles,MSC,ONE Success,2024-05-01,2024-05-15,2024-05-15,14,14,0,2024,5,True,2425
TWTPE,Taipei (Keelung),USLGB,Long Beach,MSC,Wan Hai Unity,2024-04-27,2024-05-12,2024-05-12,15,15,0,2024,4,True,2426
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,Maersk Diamond,2024-04-29,2024-05-13,2024-05-13,14,14,0,2024,4,True,2427
