port_code,port_name,date,berth_utilization,wait_time_hours,vessels_waiting,congestion_level
USOAK,Oakland,2024-05-01,0.579,9.2,27,low
USSEA,Seattle,2024-05-01,0.597,8.8,20,low
USLAX,Los Angeles,2024-05-02,0.926,43.8,35,high
USLGB,Long Beach,2024-05-02,0.843,37.1,30,medium
USOAK,Oakland,2024-05-02,0.636,15.0,20,low
USSEA,Seattle,2024-05-02,0.681,16.6,25,low
USLAX,Los Angeles,2024-05-03,0.734,25.9,31,medium
USLGB,Long Beach,2024-05-03,0.664,15.5,28,low
USOAK,Oakland,2024-05-03,0.645,14.5,21,low
USSEA,Seattle,2024-05-03,0.611,10.8,23,low
USLAX,Los Angeles,2024-05-04,0.775,29.2,32,medium
USLGB,Long Beach,2024-05-04,0.762,25.2,34,medium
USOAK,Oakland,2024-05-04,0.704,24.1,33,medium
USSEA,Seattle,2024-05-04,0.57,7.4,20,low
USLAX,Los Angeles,2024-05-05,0.71,19.2,33,medium
USLGB,Long Beach,2024-05-05,0.671,15.7,21,low
USOAK,Oakland,2024-05-05,0.663,16.8,24,low
USSEA,Seattle,2024-05-05,0.678,20.2,26,low
USLAX,Los Angeles,2024-05-06,0.709,21.9,27,medium
USLGB,Long Beach,2024-05-06,0.73,24.6,26,medium
USOAK,Oakland,2024-05-06,0.708,22.2,30,medium
USSEA,Seattle,2024-05-06,0.568,5.5,23,low
USLAX,Los Angeles,2024-05-07,0.877,32.4,35,high
USLGB,Long Beach,2024-05-07,0.708,23.6,23,medium
USOAK,Oakland,2024-05-07,0.746,29.4,28,medium
USSEA,Seattle,2024-05-07,0.685,15.6,32,low
USLAX,Los Angeles,2024-05-08,0.84,35.6,28,medium
USLGB,Long Beach,2024-05-08,0.871,43.6,39,high
USOAK,Oakland,2024-05-08,0.669,20.1,30,low
USSEA,Seattle,2024-05-08,0.632,15.1,24,low
USLAX,Los Angeles,2024-05-09,0.734,18.7,29,medium
USLGB,Long Beach,2024-05-09,0.739,25.1,23,medium
USOAK,Oakland,2024-05-09,0.683,17.6,32,low
USSEA,Seattle,2024-05-09,0.592,8.6,23,low
USLAX,Los Angeles,2024-05-10,0.889,41.2,38,high
USLGB,Long Beach,2024-05-10,0.877,34.5,39,high
USOAK,Oakland,2024-05-10,0.622,13.7,22,low
USSEA,Seattle,2024-05-10,0.561,6.6,20,low
USLAX,Los Angeles,2024-05-11,0.905,32.4,33,high
USLGB,Long Beach,2024-05-11,0.79,33.6,35,medium
USOAK,Oakland,2024-05-11,0.703,18.8,26,medium
USSEA,Seattle,2024-05-11,0.612,13.4,29,low
USLAX,Los Angeles,2024-05-12,0.763,30.7,33,medium
USLGB,Long Beach,2024-05-12,0.689,15.7,27,low
USOAK,Oakland,2024-05-12,0.696,20.3,26,low
USSEA,Seattle,2024-05-12,0.543,5.1,23,low
USLAX,Los Angeles,2024-05-13,0.76,24.7,34,medium
USLGB,Long Beach,2024-05-13,0.783,30.3,28,medium
USOAK,Oakland,2024-05-13,0.753,27.8,32,medium
USSEA,Seattle,2024-05-13,0.611,9.0,23,low
USLAX,Los Angeles,2024-05-14,0.74,25.9,24,medium
USLGB,Long Beach,2024-05-14,0.863,33.1,33,high
USOAK,Oakland,2024-05-14,0.68,20.6,29,low
USSEA,Seattle,2024-05-14,0.576,7.4,20,low
USLAX,Los Angeles,2024-05-15,0.932,45.0,36,high
USLGB,Long Beach,2024-05-15,0.715,17.4,33,medium
USOAK,Oakland,2024-05-15,0.739,26.4,33,medium
USSEA,Seattle,2024-05-15,0.603,10.3,28,low
USLAX,Los Angeles,2024-05-16,0.839,40.6,27,medium
USLGB,Long Beach,2024-05-16,0.693,23.0,30,low
USOAK,Oakland,2024-05-16,0.68,18.8,27,low
USSEA,Seattle,2024-05-16,0.645,15.7,29,low
USLAX,Los Angeles,2024-05-17,0.771,24.1,25,medium
USLGB,Long Beach,2024-05-17,0.812,36.3,36,medium
USOAK,Oakland,2024-05-17,0.636,11.4,25,low
USSEA,Seattle,2024-05-17,0.615,11.8,23,low
USLAX,Los Angeles,2024-05-18,0.852,32.9,36,high
USLGB,Long Beach,2024-05-18,0.832,32.6,31,medium
USOAK,Oakland,2024-05-18,0.654,16.0,23,low
USSEA,Seattle,2024-05-18,0.535,3.7,18,low
USLAX,Los Angeles,2024-05-19,0.798,24.5,34,medium
USLGB,Long Beach,2024-05-19,0.754,21.7,35,medium
USOAK,Oakland,2024-05-19,0.63,14.6,25,low
USSEA,Seattle,2024-05-19,0.568,6.3,25,low
USLAX,Los Angeles,2024-05-20,0.944,46.0,32,high
USLGB,Long Beach,2024-05-20,0.728,25.1,34,medium
USOAK,Oakland,2024-05-20,0.617,10.7,22,low
USSEA,Seattle,2024-05-20,0.608,9.1,19,low
USLAX,Los Angeles,2024-05-21,0.84,37.0,34,medium
USLGB,Long Beach,2024-05-21,0.735,22.1,26,medium
USOAK,Oakland,2024-05-21,0.736,26.9,32,medium
USSEA,Seattle,2024-05-21,0.587,8.3,26,low
USLAX,Los Angeles,2024-05-22,0.849,37.5,29,medium
USLGB,Long Beach,2024-05-22,0.768,26.8,28,medium
USOAK,Oakland,2024-05-22,0.642,11.4,30,low
USSEA,Seattle,2024-05-22,0.588,9.9,26,low
USLAX,Los Angeles,2024-05-23,0.778,26.9,30,medium
USLGB,Long Beach,2024-05-23,0.723,25.5,24,medium
USOAK,Oakland,2024-05-23,0.644,16.9,20,low
USSEA,Seattle,2024-05-23,0.55,5.6,18,low
USLAX,Los Angeles,2024-05-24,0.826,26.4,31,medium
USLGB,Long Beach,2024-05-24,0.7,16.1,27,medium
USOAK,Oakland,2024-05-24,0.696,20.6,23,low
USSEA,Seattle,2024-05-24,0.604,8.7,23,low
USLAX,Los Angeles,2024-05-25,0.929,44.9,40,high
USLGB,Long Beach,2024-05-25,0.706,20.9,26,medium
USOAK,Oakland,2024-05-25,0.589,7.6,25,low
USSEA,Seattle,2024-05-25,0.518,1.5,22,low
USLAX,Los Angeles,2024-05-26,0.701,19.5,24,medium
USLGB,Long Beach,2024-05-26,0.83,28.7,30,medium
USOAK,Oakland,2024-05-26,0.588,10.5,23,low
USSEA,Seattle,2024-05-26,0.527,2.8,18,low
USLAX,Los Angeles,2024-05-27,0.852,39.4,33,high
USLGB,Long Beach,2024-05-27,0.844,39.4,31,medium
USOAK,Oakland,2024-05-27,0.614,10.7,28,low
USSEA,Seattle,2024-05-27,0.525,2.9,19,low
USLAX,Los Angeles,2024-05-28,0.842,35.7,27,medium
USLGB,Long Beach,2024-05-28,0.782,25.0,25,medium
USOAK,Oakland,2024-05-28,0.703,19.4,25,medium
USSEA,Seattle,2024-05-28,0.559,6.3,19,low
USLAX,Los Angeles,2024-05-29,0.889,46.6,38,high
USLGB,Long Beach,2024-05-29,0.689,16.1,27,low
USOAK,Oakland,2024-05-29,0.653,13.5,21,low
USSEA,Seattle,2024-05-29,0.675,17.6,31,low
USLAX,Los Angeles,2024-05-30,0.938,42.0,34,high
USLGB,Long Beach,2024-05-30,0.765,31.0,29,medium
USOAK,Oakland,2024-05-30,0.602,9.6,21,low
USSEA,Seattle,2024-05-30,0.659,14.9,24,low
USLAX,Los Angeles,2024-05-31,0.856,39.8,29,high
USLGB,Long Beach,2024-05-31,0.721,24.1,23,medium
USOAK,Oakland,2024-05-31,0.655,16.8,28,low
USSEA,Seattle,2024-05-31,0.538,3.8,17,low
USLAX,Los Angeles,2024-06-01,0.887,40.9,37,high
USLGB,Long Beach,2024-06-01,0.729,24.3,34,medium
USOAK,Oakland,2024-06-01,0.675,16.7,22,low
USSEA,Seattle,2024-06-01,0.699,23.8,24,low
USLAX,Los Angeles,2024-06-02,0.96,47.4,36,high
USLGB,Long Beach,2024-06-02,0.791,32.0,32,medium
USOAK,Oakland,2024-06-02,0.728,26.2,26,medium
USSEA,Seattle,2024-06-02,0.566,7.1,22,low
USLAX,Los Angeles,2024-06-03,0.95,47.3,39,high
USLGB,Long Beach,2024-06-03,0.915,36.4,39,high
USOAK,Oakland,2024-06-03,0.664,13.2,27,low
USSEA,Seattle,2024-06-03,0.743,20.9,28,medium
USLAX,Los Angeles,2024-06-04,0.797,33.8,26,medium
USLGB,Long Beach,2024-06-04,0.936,42.1,35,high
USOAK,Oakland,2024-06-04,0.641,11.8,23,low
USSEA,Seattle,2024-06-04,0.739,26.2,31,medium
USLAX,Los Angeles,2024-06-05,0.875,34.1,34,high
USLGB,Long Beach,2024-06-05,0.948,52.8,35,high
USOAK,Oakland,2024-06-05,0.774,25.9,30,medium
USSEA,Seattle,2024-06-05,0.581,9.6,20,low
USLAX,Los Angeles,2024-06-06,0.881,30.6,28,high
USLGB,Long Beach,2024-06-06,0.846,32.4,37,medium
USOAK,Oakland,2024-06-06,0.702,20.4,23,medium
USSEA,Seattle,2024-06-06,0.696,18.5,26,low
USLAX,Los Angeles,2024-06-07,0.86,33.5,29,high
USLGB,Long Beach,2024-06-07,0.939,50.2,33,high
USOAK,Oakland,2024-06-07,0.778,28.8,30,medium
USSEA,Seattle,2024-06-07,0.62,10.3,28,low
USLAX,Los Angeles,2024-06-08,0.826,33.5,32,medium
USLGB,Long Beach,2024-06-08,0.83,30.2,32,medium
USOAK,Oakland,2024-06-08,0.69,18.0,32,low
USSEA,Seattle,2024-06-08,0.691,15.8,32,low
USLAX,Los Angeles,2024-06-09,0.964,55.6,41,high
USLGB,Long Beach,2024-06-09,0.896,34.9,35,high
USOAK,Oakland,2024-06-09,0.775,23.4,32,medium
USSEA,Seattle,2024-06-09,0.717,21.9,27,medium
USLAX,Los Angeles,2024-06-10,0.904,47.5,30,high
USLGB,Long Beach,2024-06-10,0.82,28.7,36,medium
USOAK,Oakland,2024-06-10,0.648,17.2,21,low
USSEA,Seattle,2024-06-10,0.688,20.5,26,low
USLAX,Los Angeles,2024-06-11,0.933,39.5,36,high
USLGB,Long Beach,2024-06-11,0.925,39.0,37,high
USOAK,Oakland,2024-06-11,0.633,15.9,22,low
USSEA,Seattle,2024-06-11,0.561,5.9,25,low
USLAX,Los Angeles,2024-06-12,0.823,38.3,38,medium
USLGB,Long Beach,2024-06-12,0.736,19.7,33,medium
USOAK,Oakland,2024-06-12,0.811,34.9,27,medium
USSEA,Seattle,2024-06-12,0.668,14.5,29,low
USLAX,Los Angeles,2024-06-13,0.98,54.2,44,high
USLGB,Long Beach,2024-06-13,0.856,34.4,34,high
USOAK,Oakland,2024-06-13,0.793,34.3,37,medium
USSEA,Seattle,2024-06-13,0.608,10.6,20,low
USLAX,Los Angeles,2024-06-14,0.942,37.4,39,high
USLGB,Long Beach,2024-06-14,0.952,36.7,32,high
USOAK,Oakland,2024-06-14,0.649,14.7,29,low
USSEA,Seattle,2024-06-14,0.572,7.8,25,low
USLAX,Los Angeles,2024-06-15,0.888,31.7,38,high
USLGB,Long Beach,2024-06-15,0.725,22.4,28,medium
USOAK,Oakland,2024-06-15,0.745,28.0,33,medium
USSEA,Seattle,2024-06-15,0.732,27.8,25,medium
USLAX,Los Angeles,2024-06-16,0.861,35.3,38,high
USLGB,Long Beach,2024-06-16,0.825,35.7,36,medium
USOAK,Oakland,2024-06-16,0.793,31.2,36,medium
USSEA,Seattle,2024-06-16,0.581,7.5,24,low
USLAX,Los Angeles,2024-06-17,0.949,49.7,37,high
USLGB,Long Beach,2024-06-17,0.942,41.7,39,high
USOAK,Oakland,2024-06-17,0.725,23.6,31,medium
USSEA,Seattle,2024-06-17,0.707,20.9,30,medium
USLAX,Los Angeles,2024-06-18,0.841,27.9,31,medium
USLGB,Long Beach,2024-06-18,0.842,30.2,40,medium
USOAK,Oakland,2024-06-18,0.679,16.6,26,low
USSEA,Seattle,2024-06-18,0.571,8.3,19,low
USLAX,Los Angeles,2024-06-19,0.806,27.3,34,medium
USLGB,Long Beach,2024-06-19,0.795,24.2,30,medium
USOAK,Oakland,2024-06-19,0.826,27.6,34,medium
USSEA,Seattle,2024-06-19,0.639,16.3,25,low
USLAX,Los Angeles,2024-06-20,0.785,23.2,33,medium
USLGB,Long Beach,2024-06-20,0.935,42.7,36,high
USOAK,Oakland,2024-06-20,0.624,14.2,22,low
USSEA,Seattle,2024-06-20,0.754,28.5,31,medium
USLAX,Los Angeles,2024-06-21,0.861,36.3,31,high
USLGB,Long Beach,2024-06-21,0.96,47.4,35,high
USOAK,Oakland,2024-06-21,0.81,37.0,36,medium
USSEA,Seattle,2024-06-21,0.645,16.5,30,low
USLAX,Los Angeles,2024-06-22,0.843,37.5,28,medium
USLGB,Long Beach,2024-06-22,0.918,47.8,37,high
USOAK,Oakland,2024-06-22,0.674,18.4,24,low
USSEA,Seattle,2024-06-22,0.601,11.8,27,low
USLAX,Los Angeles,2024-06-23,0.88,43.3,33,high
USLGB,Long Beach,2024-06-23,0.949,36.5,41,high
USOAK,Oakland,2024-06-23,0.738,25.8,25,medium
USSEA,Seattle,2024-06-23,0.671,15.0,25,low
USLAX,Los Angeles,2024-06-24,0.889,40.5,33,high
USLGB,Long Beach,2024-06-24,0.819,31.0,27,medium
USOAK,Oakland,2024-06-24,0.642,13.2,24,low
USSEA,Seattle,2024-06-24,0.609,9.4,28,low
USLAX,Los Angeles,2024-06-25,0.774,30.6,35,medium
USLGB,Long Beach,2024-06-25,0.748,26.7,26,medium
USOAK,Oakland,2024-06-25,0.745,24.9,24,medium
USSEA,Seattle,2024-06-25,0.757,28.0,35,medium
USLAX,Los Angeles,2024-06-26,0.915,47.9,36,high
USLGB,Long Beach,2024-06-26,0.87,29.8,34,high
USOAK,Oakland,2024-06-26,0.71,17.4,24,medium
USSEA,Seattle,2024-06-26,0.621,13.7,21,low
USLAX,Los Angeles,2024-06-27,0.844,36.0,29,medium
USLGB,Long Beach,2024-06-27,0.91,38.5,35,high
USOAK,Oakland,2024-06-27,0.796,34.4,30,medium
USSEA,Seattle,2024-06-27,0.622,14.0,23,low
USLAX,Los Angeles,2024-06-28,0.779,28.5,28,medium
USLGB,Long Beach,2024-06-28,0.903,38.4,29,high
USOAK,Oakland,2024-06-28,0.738,26.2,32,medium
USSEA,Seattle,2024-06-28,0.688,21.8,29,low
USLAX,Los Angeles,2024-06-29,0.896,40.4,36,high
USLGB,Long Beach,2024-06-29,0.739,25.0,28,medium
USOAK,Oakland,2024-06-29,0.725,21.8,24,medium
USSEA,Seattle,2024-06-29,0.712,24.0,27,medium
USLAX,Los Angeles,2024-06-30,0.913,46.9,31,high
USLGB,Long Beach,2024-06-30,0.822,33.2,28,medium
USOAK,Oakland,2024-06-30,0.812,33.9,30,medium
USSEA,Seattle,2024-06-30,0.613,12.2,21,low
USLAX,Los Angeles,2024-07-01,0.947,36.7,33,high
USLGB,Long Beach,2024-07-01,0.824,32.4,37,medium
USOAK,Oakland,2024-07-01,0.892,42.2,33,high
USSEA,Seattle,2024-07-01,0.757,27.5,35,medium
USLAX,Los Angeles,2024-07-02,0.869,33.8,29,high
USLGB,Long Beach,2024-07-02,0.852,30.4,32,high
USOAK,Oakland,2024-07-02,0.775,23.2,25,medium
USSEA,Seattle,2024-07-02,0.676,18.3,23,low
USLAX,Los Angeles,2024-07-03,0.857,40.8,33,high
USLGB,Long Beach,2024-07-03,0.842,38.9,33,medium
USOAK,Oakland,2024-07-03,0.693,22.0,25,low
USSEA,Seattle,2024-07-03,0.615,10.6,28,low
USLAX,Los Angeles,2024-07-04,0.98,41.9,34,high
USLGB,Long Beach,2024-07-04,0.875,32.1,28,high
USOAK,Oakland,2024-07-04,0.888,42.5,39,high
USSEA,Seattle,2024-07-04,0.79,24.5,27,medium
USLAX,Los Angeles,2024-07-05,0.98,42.4,40,high
USLGB,Long Beach,2024-07-05,0.826,34.5,31,medium
USOAK,Oakland,2024-07-05,0.784,33.6,26,medium
USSEA,Seattle,2024-07-05,0.654,13.8,27,low
USLAX,Los Angeles,2024-07-06,0.891,41.6,34,high
USLGB,Long Beach,2024-07-06,0.863,39.9,31,high
USOAK,Oakland,2024-07-06,0.798,28.8,26,medium
USSEA,Seattle,2024-07-06,0.764,22.7,31,medium
USLAX,Los Angeles,2024-07-07,0.98,42.9,40,high
USLGB,Long Beach,2024-07-07,0.98,48.9,41,high
USOAK,Oakland,2024-07-07,0.76,24.5,27,medium
USSEA,Seattle,2024-07-07,0.811,25.9,31,medium
USLAX,Los Angeles,2024-07-08,0.98,51.0,42,high
USLGB,Long Beach,2024-07-08,0.798,26.7,31,medium
USOAK,Oakland,2024-07-08,0.712,18.0,23,medium
USSEA,Seattle,2024-07-08,0.756,28.4,33,medium
USLAX,Los Angeles,2024-07-09,0.98,43.7,40,high
USLGB,Long Beach,2024-07-09,0.98,56.8,45,high
USOAK,Oakland,2024-07-09,0.667,19.4,25,low
USSEA,Seattle,2024-07-09,0.667,14.7,22,low
USLAX,Los Angeles,2024-07-10,0.865,33.3,38,high
USLGB,Long Beach,2024-07-10,0.935,40.0,41,high
USOAK,Oakland,2024-07-10,0.756,23.8,27,medium
USSEA,Seattle,2024-07-10,0.639,14.3,28,low
USLAX,Los Angeles,2024-07-11,0.877,42.8,32,high
USLGB,Long Beach,2024-07-11,0.978,42.2,44,high
USOAK,Oakland,2024-07-11,0.803,29.8,35,medium
USSEA,Seattle,2024-07-11,0.733,26.2,30,medium
USLAX,Los Angeles,2024-07-12,0.917,36.9,41,high
USLGB,Long Beach,2024-07-12,0.845,39.3,28,medium
USOAK,Oakland,2024-07-12,0.819,27.9,31,medium
USSEA,Seattle,2024-07-12,0.803,33.0,32,medium
USLAX,Los Angeles,2024-07-13,0.98,49.8,34,high
USLGB,Long Beach,2024-07-13,0.922,34.7,34,high
USOAK,Oakland,2024-07-13,0.775,31.5,35,medium
USSEA,Seattle,2024-07-13,0.777,23.5,35,medium
USLAX,Los Angeles,2024-07-14,0.98,40.3,42,high
USLGB,Long Beach,2024-07-14,0.98,54.1,46,high
USOAK,Oakland,2024-07-14,0.734,23.1,33,medium
USSEA,Seattle,2024-07-14,0.642,16.7,26,low
USLAX,Los Angeles,2024-07-15,0.98,44.0,33,high
USLGB,Long Beach,2024-07-15,0.98,47.2,41,high
USOAK,Oakland,2024-07-15,0.737,27.6,34,medium
USSEA,Seattle,2024-07-15,0.624,14.5,22,low
USLAX,Los Angeles,2024-07-16,0.956,52.0,36,high
USLGB,Long Beach,2024-07-16,0.877,43.2,30,high
USOAK,Oakland,2024-07-16,0.68,18.4,32,low
USSEA,Seattle,2024-07-16,0.616,12.2,22,low
USLAX,Los Angeles,2024-07-17,0.98,51.0,37,high
USLGB,Long Beach,2024-07-17,0.98,57.6,34,high
USOAK,Oakland,2024-07-17,0.813,26.5,29,medium
USSEA,Seattle,2024-07-17,0.618,12.8,20,low
USLAX,Los Angeles,2024-07-18,0.927,39.8,35,high
USLGB,Long Beach,2024-07-18,0.955,53.9,33,high
USOAK,Oakland,2024-07-18,0.679,18.2,30,low
USSEA,Seattle,2024-07-18,0.68,21.6,23,low
USLAX,Los Angeles,2024-07-19,0.98,52.6,45,high
USLGB,Long Beach,2024-07-19,0.774,28.9,28,medium
USOAK,Oakland,2024-07-19,0.832,27.4,36,medium
USSEA,Seattle,2024-07-19,0.733,24.2,30,medium
USLAX,Los Angeles,2024-07-20,0.98,42.8,45,high
USLGB,Long Beach,2024-07-20,0.801,25.5,28,medium
USOAK,Oakland,2024-07-20,0.819,36.1,38,medium
USSEA,Seattle,2024-07-20,0.675,16.2,30,low
USLAX,Los Angeles,2024-07-21,0.958,39.3,42,high
USLGB,Long Beach,2024-07-21,0.918,35.7,41,high
USOAK,Oakland,2024-07-21,0.848,33.9,28,medium
USSEA,Seattle,2024-07-21,0.758,27.5,35,medium
USLAX,Los Angeles,2024-07-22,0.98,39.2,43,high
USLGB,Long Beach,2024-07-22,0.917,33.8,42,high
USOAK,Oakland,2024-07-22,0.667,13.8,30,low
USSEA,Seattle,2024-07-22,0.63,11.9,28,low
USLAX,Los Angeles,2024-07-23,0.98,43.1,32,high
USLGB,Long Beach,2024-07-23,0.864,40.2,38,high
USOAK,Oakland,2024-07-23,0.782,32.8,36,medium
USSEA,Seattle,2024-07-23,0.664,16.2,25,low
USLAX,Los Angeles,2024-07-24,0.962,50.5,40,high
USLGB,Long Beach,2024-07-24,0.924,36.9,39,high
USOAK,Oakland,2024-07-24,0.821,37.5,29,medium
USSEA,Seattle,2024-07-24,0.69,21.0,27,low
USLAX,Los Angeles,2024-07-25,0.98,50.7,46,high
USLGB,Long Beach,2024-07-25,0.957,40.8,39,high
USOAK,Oakland,2024-07-25,0.844,36.7,28,medium
USSEA,Seattle,2024-07-25,0.784,29.8,36,medium
USLAX,Los Angeles,2024-07-26,0.959,53.8,44,high
USLGB,Long Beach,2024-07-26,0.98,46.1,40,high
USOAK,Oakland,2024-07-26,0.738,22.2,27,medium
USSEA,Seattle,2024-07-26,0.682,18.1,25,low
USLAX,Los Angeles,2024-07-27,0.937,36.0,44,high
USLGB,Long Beach,2024-07-27,0.832,35.2,34,medium
USOAK,Oakland,2024-07-27,0.742,25.2,28,medium
USSEA,Seattle,2024-07-27,0.807,35.0,29,medium
USLAX,Los Angeles,2024-07-28,0.98,54.0,39,high
USLGB,Long Beach,2024-07-28,0.835,30.6,38,medium
USOAK,Oakland,2024-07-28,0.696,19.1,24,low
USSEA,Seattle,2024-07-28,0.797,31.1,26,medium
USLAX,Los Angeles,2024-07-29,0.875,37.3,41,high
USLGB,Long Beach,2024-07-29,0.937,49.5,30,high
USOAK,Oakland,2024-07-29,0.683,18.1,32,low
USSEA,Seattle,2024-07-29,0.646,12.3,27,low
USLAX,Los Angeles,2024-07-30,0.98,55.7,37,high
USLGB,Long Beach,2024-07-30,0.831,37.8,37,medium
USOAK,Oakland,2024-07-30,0.756,30.5,34,medium
USSEA,Seattle,2024-07-30,0.769,32.0,26,medium
USLAX,Los Angeles,2024-07-31,0.896,34.2,29,high
USLGB,Long Beach,2024-07-31,0.919,49.2,34,high
USOAK,Oakland,2024-07-31,0.706,16.9,23,medium
USSEA,Seattle,2024-07-31,0.733,19.7,26,medium
USLAX,Los Angeles,2024-08-01,0.969,44.5,34,high
USLGB,Long Beach,2024-08-01,0.98,40.0,32,high
USOAK,Oakland,2024-08-01,0.729,18.5,31,medium
USSEA,Seattle,2024-08-01,0.804,29.6,30,medium
USLAX,Los Angeles,2024-08-02,0.951,42.2,41,high
USLGB,Long Beach,2024-08-02,0.98,51.8,32,high
USOAK,Oakland,2024-08-02,0.9,37.7,37,high
USSEA,Seattle,2024-08-02,0.655,15.2,31,low
USLAX,Los Angeles,2024-08-03,0.98,43.1,44,high
USLGB,Long Beach,2024-08-03,0.98,43.1,43,high
USOAK,Oakland,2024-08-03,0.856,38.4,39,high
USSEA,Seattle,2024-08-03,0.817,26.3,28,medium
USLAX,Los Angeles,2024-08-04,0.98,49.9,41,high
USLGB,Long Beach,2024-08-04,0.98,45.7,34,high
USOAK,Oakland,2024-08-04,0.959,50.5,38,high
USSEA,Seattle,2024-08-04,0.714,21.3,29,medium
USLAX,Los Angeles,2024-08-05,0.98,47.9,36,high
USLGB,Long Beach,2024-08-05,0.854,42.3,39,high
USOAK,Oakland,2024-08-05,0.946,38.1,31,high
USSEA,Seattle,2024-08-05,0.834,35.7,27,medium
USLAX,Los Angeles,2024-08-06,0.98,45.2,42,high
USLGB,Long Beach,2024-08-06,0.949,39.2,37,high
USOAK,Oakland,2024-08-06,0.914,36.8,42,high
USSEA,Seattle,2024-08-06,0.669,14.5,23,low
USLAX,Los Angeles,2024-08-07,0.98,56.5,34,high
USLGB,Long Beach,2024-08-07,0.98,43.2,46,high
USOAK,Oakland,2024-08-07,0.806,29.3,37,medium
USSEA,Seattle,2024-08-07,0.744,24.1,28,medium
USLAX,Los Angeles,2024-08-08,0.98,48.2,40,high
USLGB,Long Beach,2024-08-08,0.88,34.6,39,high
USOAK,Oakland,2024-08-08,0.787,27.1,26,medium
USSEA,Seattle,2024-08-08,0.725,23.7,26,medium
USLAX,Los Angeles,2024-08-09,0.98,49.5,46,high
USLGB,Long Beach,2024-08-09,0.956,43.5,44,high
USOAK,Oakland,2024-08-09,0.93,36.9,39,high
USSEA,Seattle,2024-08-09,0.855,39.2,37,high
USLAX,Los Angeles,2024-08-10,0.98,48.0,42,high
USLGB,Long Beach,2024-08-10,0.858,31.6,27,high
USOAK,Oakland,2024-08-10,0.799,32.0,33,medium
USSEA,Seattle,2024-08-10,0.721,21.5,33,medium
USLAX,Los Angeles,2024-08-11,0.934,44.5,35,high
USLGB,Long Beach,2024-08-11,0.956,46.9,43,high
USOAK,Oakland,2024-08-11,0.743,21.2,26,medium
USSEA,Seattle,2024-08-11,0.74,27.5,34,medium
USLAX,Los Angeles,2024-08-12,0.98,45.6,44,high
USLGB,Long Beach,2024-08-12,0.98,55.2,32,high
USOAK,Oakland,2024-08-12,0.941,40.4,31,high
USSEA,Seattle,2024-08-12,0.734,27.2,31,medium
USLAX,Los Angeles,2024-08-13,0.98,50.7,39,high
USLGB,Long Beach,2024-08-13,0.847,41.0,37,medium
USOAK,Oakland,2024-08-13,0.859,39.6,37,high
USSEA,Seattle,2024-08-13,0.721,23.3,23,medium
USLAX,Los Angeles,2024-08-14,0.912,36.9,34,high
USLGB,Long Beach,2024-08-14,0.946,44.8,31,high
USOAK,Oakland,2024-08-14,0.768,25.0,30,medium
USSEA,Seattle,2024-08-14,0.806,27.8,34,medium
USLAX,Los Angeles,2024-08-15,0.98,47.2,36,high
USLGB,Long Beach,2024-08-15,0.848,28.4,35,medium
USOAK,Oakland,2024-08-15,0.74,23.1,34,medium
USSEA,Seattle,2024-08-15,0.743,23.8,29,medium
USLAX,Los Angeles,2024-08-16,0.98,48.9,31,high
USLGB,Long Beach,2024-08-16,0.98,50.1,33,high
USOAK,Oakland,2024-08-16,0.831,38.5,27,medium
USSEA,Seattle,2024-08-16,0.862,36.6,35,high
USLAX,Los Angeles,2024-08-17,0.894,40.1,40,high
USLGB,Long Beach,2024-08-17,0.98,38.5,45,high
USOAK,Oakland,2024-08-17,0.947,38.0,41,high
USSEA,Seattle,2024-08-17,0.656,15.4,29,low
USLAX,Los Angeles,2024-08-18,0.98,52.1,33,high
USLGB,Long Beach,2024-08-18,0.975,47.1,38,high
USOAK,Oakland,2024-08-18,0.902,44.3,30,high
USSEA,Seattle,2024-08-18,0.83,30.3,30,medium
USLAX,Los Angeles,2024-08-19,0.98,47.6,39,high
USLGB,Long Beach,2024-08-19,0.948,35.8,39,high
USOAK,Oakland,2024-08-19,0.716,25.1,24,medium
USSEA,Seattle,2024-08-19,0.666,14.2,30,low
USLAX,Los Angeles,2024-08-20,0.937,40.1,34,high
USLGB,Long Beach,2024-08-20,0.897,42.5,29,high
USOAK,Oakland,2024-08-20,0.9,39.8,40,high
USSEA,Seattle,2024-08-20,0.807,36.7,27,medium
USLAX,Los Angeles,2024-08-21,0.98,56.2,42,high
USLGB,Long Beach,2024-08-21,0.959,38.9,39,high
USOAK,Oakland,2024-08-21,0.873,31.5,33,high
USSEA,Seattle,2024-08-21,0.795,27.8,30,medium
USLAX,Los Angeles,2024-08-22,0.98,46.2,31,high
USLGB,Long Beach,2024-08-22,0.98,51.5,39,high
USOAK,Oakland,2024-08-22,0.773,25.0,28,medium
USSEA,Seattle,2024-08-22,0.659,17.2,22,low
USLAX,Los Angeles,2024-08-23,0.98,54.5,46,high
USLGB,Long Beach,2024-08-23,0.98,45.7,42,high
USOAK,Oakland,2024-08-23,0.763,25.9,26,medium
USSEA,Seattle,2024-08-23,0.815,26.8,27,medium
USLAX,Los Angeles,2024-08-24,0.98,42.4,33,high
USLGB,Long Beach,2024-08-24,0.98,46.1,41,high
USOAK,Oakland,2024-08-24,0.898,45.8,38,high
USSEA,Seattle,2024-08-24,0.7,17.9,32,medium
USLAX,Los Angeles,2024-08-25,0.98,55.9,37,high
